target_class_l3,molregno,molecule_chembl_id,canonical_smiles,max_pchembl_value,mean_pchembl_value,activity_records,unique_targets,target_names,target_chembl_ids,target_organisms,standard_types,unseen_class_id
Aspartic protease,17169,CHEMBL114,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1,10.3,10.3,1,1,HIV-1 protease,CHEMBL4296312,Human immunodeficiency virus,IC50,0
Aspartic protease,3003764,CHEMBL5786763,COCCOCCOCCOCCOCCOCCOCCNC(=O)C[C@H](NC(=O)c1ccc2ccccc2n1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C,10.3,10.3,1,1,HIV-1 protease,CHEMBL4296312,Human immunodeficiency virus,IC50,0
Aspartic protease,3107848,CHEMBL5890847,COCCOCCOCCOCCOCCNC(=O)C[C@H](NC(=O)c1ccc2ccccc2n1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C,10.3,10.3,1,1,HIV-1 protease,CHEMBL4296312,Human immunodeficiency virus,IC50,0
Aspartic protease,3025634,CHEMBL5808633,COCCOCCOCCNC(=O)C[C@H](NC(=O)c1ccc2ccccc2n1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C,10.15,10.15,1,1,HIV-1 protease,CHEMBL4296312,Human immunodeficiency virus,IC50,0
Aspartic protease,3203812,CHEMBL5986811,CCCCCCCCCCCCCCCCOCCCOP(=O)(O)COCn1cnc2c(N)ncnc21,10.0,10.0,1,1,HIV-1 protease,CHEMBL4296312,Human immunodeficiency virus,EC50,0
Aspartic protease,3014853,CHEMBL5797852,CC[C@@H](C1=C(O)C[C@@](CCCNC(=O)OCCOC)(CCc2ccccc2)OC1=O)c1cccc(NS(=O)(=O)c2ccc(C(F)(F)F)cn2)c1,9.73,9.73,1,1,HIV-1 protease,CHEMBL4296312,Human immunodeficiency virus,IC50,0
Aspartic protease,2076705,CHEMBL3782104,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@H](CCONC(=N)N)NC(=O)OCc1ccccc1)C(C)C)[C@@H](O)CC(=O)NCCc1ccccc1,9.7,9.7,2,2,Plasmepsin V,CHEMBL3559638; CHEMBL3559649,Plasmodium falciparum (isolate 3D7); Plasmodium vivax,IC50,0
Aspartic protease,3161368,CHEMBL5944367,COCCOCCOCCOCCOCCOc1ccc(C[C@H](NC(=O)O[C@H]2CO[C@H]3OCC[C@H]32)C(O)CN(CC(C)C)S(=O)(=O)c2ccc(N)cc2)cc1,9.68,9.68,1,1,HIV-1 protease,CHEMBL4296312,Human immunodeficiency virus,IC50,0
Aspartic protease,2977405,CHEMBL5760404,CC[C@@H](C1=C(O)C[C@@](CCCNC(=O)OC)(CCc2ccccc2)OC1=O)c1cccc(NS(=O)(=O)c2ccc(C(F)(F)F)cn2)c1,9.54,9.54,1,1,HIV-1 protease,CHEMBL4296312,Human immunodeficiency virus,IC50,0
Aspartic protease,76984,CHEMBL296588,CC(C)CC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)[C@@H](O)CC(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)[C@@H](O)CC(=O)O)C(C)C)C(C)C,9.52,9.52,1,1,Plasmepsin 4,CHEMBL3988607,Plasmodium falciparum,IC50,0
Aspartic protease,3245364,CHEMBL6028363,COCCOCCOCCOCCOCCOCCOCCOc1ccc(C[C@H](NC(=O)O[C@H]2CO[C@H]3OCC[C@H]32)C(O)CN(CC(C)C)S(=O)(=O)c2ccc(N)cc2)cc1,9.45,9.45,1,1,HIV-1 protease,CHEMBL4296312,Human immunodeficiency virus,IC50,0
Aspartic protease,2976229,CHEMBL5759228,COCCOCCOCCOC(=O)NC(C(=O)NC(Cc1ccccc1)C(O)CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)C(NC(=O)OC)C(C)(C)C)C(C)(C)C,9.44,9.44,1,1,HIV-1 protease,CHEMBL4296312,Human immunodeficiency virus,IC50,0
Aspartic protease,3049512,CHEMBL5832511,CC[C@@H](C1=C(O)C[C@@](CCCNC(=O)OCCOCCOCCOCCOCCOC)(CCc2ccccc2)OC1=O)c1cccc(NS(=O)(=O)c2ccc(C(F)(F)F)cn2)c1,9.34,9.34,1,1,HIV-1 protease,CHEMBL4296312,Human immunodeficiency virus,IC50,0
Aspartic protease,3039168,CHEMBL5822167,COCCOCCOCCOc1ccc(C[C@H](NC(=O)O[C@H]2CO[C@H]3OCC[C@H]32)C(O)CN(CC(C)C)S(=O)(=O)c2ccc(N)cc2)cc1,9.32,9.32,1,1,HIV-1 protease,CHEMBL4296312,Human immunodeficiency virus,IC50,0
Aspartic protease,3177466,CHEMBL5960465,CC[C@@H](C1=C(O)C[C@@](CCCNC(=O)OCCOCCOCCOC)(CCc2ccccc2)OC1=O)c1cccc(NS(=O)(=O)c2ccc(C(F)(F)F)cn2)c1,9.21,9.21,1,1,HIV-1 protease,CHEMBL4296312,Human immunodeficiency virus,IC50,0
Aspartic protease,2075901,CHEMBL3780033,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@H](CCONC(=N)N)NC(=O)OCc1ccccc1)C(C)C)[C@@H](O)CC(=O)NCCc1ccccc1.O=C(O)C(F)(F)F,9.1,9.1,1,1,Plasmepsin V,CHEMBL3559649,Plasmodium falciparum (isolate 3D7),IC50,0
Aspartic protease,3099937,CHEMBL5882936,COCCOCCOCCOCCOCCNc1ccc(S(=O)(=O)N(CC(C)C)CC(O)[C@H](Cc2ccccc2)NC(=O)O[C@H]2CO[C@H]3OCC[C@H]32)cc1,8.96,8.96,1,1,HIV-1 protease,CHEMBL4296312,Human immunodeficiency virus,IC50,0
Aspartic protease,3079325,CHEMBL5862324,COCCOCCOCCOCCOCCOCCOCCOC(=O)NC(C(=O)NC(Cc1ccccc1)C(O)CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)C(NC(=O)OC)C(C)(C)C)C(C)(C)C,8.89,8.89,1,1,HIV-1 protease,CHEMBL4296312,Human immunodeficiency virus,IC50,0
Aspartic protease,3117037,CHEMBL5900036,COCCOCCOCCOCCOCCOCCOC(=O)NC(C(=O)NC(Cc1ccccc1)C(O)CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)C(NC(=O)OC)C(C)(C)C)C(C)(C)C,8.88,8.88,1,1,HIV-1 protease,CHEMBL4296312,Human immunodeficiency virus,IC50,0
Aspartic protease,267163,CHEMBL1323,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@H]21)S(=O)(=O)c1ccc(N)cc1,8.82,8.82,1,1,HIV-1 protease,CHEMBL4296312,Human immunodeficiency virus,IC50,0
Aspartic protease,2958493,CHEMBL5741492,CCCCCCCCCCCCCCCCOCC(CO)OP(=O)(O)COC(CO)Cn1ccc(N)nc1=O,8.7,8.7,1,1,HIV-1 protease,CHEMBL4296312,Human immunodeficiency virus,EC50,0
Aspartic protease,3270276,CHEMBL6053275,COCCOC(=O)NC(C(=O)NC(Cc1ccccc1)C(O)CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)C(NC(=O)OC)C(C)(C)C)C(C)(C)C,8.55,8.55,1,1,HIV-1 protease,CHEMBL4296312,Human immunodeficiency virus,IC50,0
Aspartic protease,3030029,CHEMBL5813028,COCCOCCOCCOCCOCCOC(=O)NC(C(=O)NC(Cc1ccccc1)C(O)CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)C(NC(=O)OC)C(C)(C)C)C(C)(C)C,8.54,8.54,1,1,HIV-1 protease,CHEMBL4296312,Human immunodeficiency virus,IC50,0
Aspartic protease,3208531,CHEMBL5991530,CCCCCCCCCCCCCCCCCCOCCCOP(=O)(O)COC(CO)Cn1ccc(N)nc1=O,8.52,8.52,1,1,HIV-1 protease,CHEMBL4296312,Human immunodeficiency virus,EC50,0
Aspartic protease,3206897,CHEMBL5989896,COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccc(C#Cc2cnc(N3CC4CCC(C3)N4C3COC3)nc2)cc1)[C@H](CN(Cc1c(F)cc(-c2ccn(C(F)F)n2)cc1F)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C(F)(F)F)OC=O)C(C)(C)C(F)(F)F,8.34,8.34,1,1,HIV-1 protease,CHEMBL4296312,Human immunodeficiency virus,EC50,0
Aspartic protease,3042927,CHEMBL5825926,COCCOCCOCCOCCOCCOCCOCCNc1ccc(S(=O)(=O)N(CC(C)C)CC(O)[C@H](Cc2ccccc2)NC(=O)O[C@H]2CO[C@H]3OCC[C@H]32)cc1,8.28,8.28,1,1,HIV-1 protease,CHEMBL4296312,Human immunodeficiency virus,IC50,0
Aspartic protease,3187327,CHEMBL5970326,COCCOCCOCCNc1ccc(S(=O)(=O)N(CC(C)C)CC(O)[C@H](Cc2ccccc2)NC(=O)O[C@H]2CO[C@H]3OCC[C@H]32)cc1,8.28,8.28,1,1,HIV-1 protease,CHEMBL4296312,Human immunodeficiency virus,IC50,0
Aspartic protease,1138745,CHEMBL1761462,CC(C)(C)CNC(=O)[C@H]1N(C(=O)[C@@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)CCN)c2ccccc2)C(C)(C)C)CSC1(C)C,8.24,8.24,1,1,Protease,CHEMBL4296327,Human T-cell leukemia virus type I,IC50,0
Aspartic protease,1072270,CHEMBL1682244,CCCC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@H](O)C(=O)N1CSC(C)(C)[C@H]1C(=O)NCC(C)(C)C)C(C)(C)C)[C@@H](C)CC,8.21,8.21,1,1,Protease,CHEMBL4296327,Human T-cell leukemia virus type I,IC50,0
Aspartic protease,447711,CHEMBL444457,CCCC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@H](O)C(=O)N1CSC(C)(C)[C@H]1C(=O)NCC(C)(C)C)C(C)(C)C)c1ccccc1,8.19,7.836666666666666,3,1,Protease,CHEMBL4296327,Human T-cell leukemia virus type I,IC50,0
Aspartic protease,3135696,CHEMBL5918695,COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccc(C#Cc2cnc(N3CC4CCC(C3)N4C3COC3)nc2)cc1)[C@H](CN(Cc1c(F)cc(-c2ccn(C(F)F)n2)cc1F)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C(F)(F)F)OC(=O)CC(C)C(=O)[C@@H](N)Cc1ccccc1)C(C)(C)C(F)(F)F,8.18,8.18,1,1,HIV-1 protease,CHEMBL4296312,Human immunodeficiency virus,EC50,0
Aspartic protease,188196,CHEMBL1163,COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C,8.16,8.16,1,1,HIV-1 protease,CHEMBL4296312,Human immunodeficiency virus,IC50,0
Aspartic protease,27307,CHEMBL129,Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)[nH]c1=O,8.15,8.15,1,1,HIV-1 protease,CHEMBL4296312,Human immunodeficiency virus,EC50,0
Aspartic protease,1614721,CHEMBL3109520,COc1ccc(C2(c3cccc(-c4cccnc4)c3)NC(=N)N(C3CCCCC3)C2=O)cc1,8.15,8.15,1,1,Plasmepsin 4,CHEMBL3988607,Plasmodium falciparum,IC50,0
Aspartic protease,372438,CHEMBL222559,CCC[C@@]1(CCc2ccccc2)CC(O)=C([C@H](CC)c2cccc(NS(=O)(=O)c3ccc(C(F)(F)F)cn3)c2)C(=O)O1,8.14,8.14,1,1,HIV-1 protease,CHEMBL4296312,Human immunodeficiency virus,IC50,0
Aspartic protease,694783,CHEMBL1232433,COC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@H](O)C(=O)N1CSC(C)(C)[C@H]1C(=O)NCC(C)(C)C)C(C)(C)C)c1ccccc1,8.14,8.14,1,1,Protease,CHEMBL4296327,Human T-cell leukemia virus type I,IC50,0
Aspartic protease,2415623,CHEMBL4545195,CCCN(CCC)C(=O)c1cc(Cl)cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC(C)(C)c2cccc(OC)c2)c1,8.1,8.1,1,1,Plasmepsin 4,CHEMBL3988607,Plasmodium falciparum,IC50,0
Aspartic protease,3050252,CHEMBL5833251,CCCCCCCCCCCCCCCCOCC(CO)OP1(=O)COC(n2ccc(N)nc2=O)CO1,8.1,8.1,1,1,HIV-1 protease,CHEMBL4296312,Human immunodeficiency virus,EC50,0
Aspartic protease,1614749,CHEMBL3109548,COc1ccc(C2(c3ccc(OC)cc3)NC(=N)N(C3CCN(C(=O)OC(C)(C)C)CC3)C2=O)cc1,8.0,8.0,1,1,Plasmepsin 4,CHEMBL3988607,Plasmodium falciparum,IC50,0
Aspartic protease,2349051,CHEMBL4442042,Br.Br.CCCCCCc1ccc(S(=O)(=O)[C@@H]2[C@H](NCc3cccc(Br)c3)[C@@H]3CC[C@H]2N3)cc1,8.0,8.0,1,1,Plasmepsin 4,CHEMBL3988607,Plasmodium falciparum,IC50,0
Aspartic protease,17170,CHEMBL115,CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccnc2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O,7.98,7.98,1,1,HIV-1 protease,CHEMBL4296312,Human immunodeficiency virus,IC50,0
Aspartic protease,1138743,CHEMBL1761460,COC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@H](O)C(=O)N1CSC(C)(C)[C@H]1C(=O)NNC(C)(C)C)C(C)(C)C)c1ccccc1,7.98,7.98,1,1,Protease,CHEMBL4296327,Human T-cell leukemia virus type I,IC50,0
Aspartic protease,1797629,CHEMBL3349018,CCCC(=O)NC(C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@H](O)C(=O)N1CSC(C)(C)[C@H]1C(=O)NCC(C)(C)C)C(C)(C)C)c1cc(F)c(F)c(F)c1,7.96,7.92,2,1,Protease,CHEMBL4296327,Human T-cell leukemia virus type I,IC50,0
Aspartic protease,2426431,CHEMBL4556003,CCCCCc1ccc(S(=O)(=O)C2C3NC(CC3CNC3CCCC3)C2NCc2ccc3ccccc3c2)cc1,7.96,7.96,1,1,Plasmepsin 4,CHEMBL3988607,Plasmodium falciparum,IC50,0
Aspartic protease,3103067,CHEMBL5886066,COCCOCCOCCOCCOCCOCCOCCOC(=O)N[C@@H](C(=O)NC(Cc1ccccc1)[C@@H](O)CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)[C@H](NC(=O)OCCOCCOCCOCCOCCOCCOCCOC)C(C)(C)C)C(C)(C)C,7.96,7.96,1,1,HIV-1 protease,CHEMBL4296312,Human immunodeficiency virus,IC50,0
Aspartic protease,3116353,CHEMBL5899352,CCC[C@@]1(CCc2ccccc2)CC(O)=C([C@H](CC)c2cccc(N(CCOCCOCCOCCOCCOCCOCCOC)S(=O)(=O)c3ccc(C(F)(F)F)cn3)c2)C(=O)O1,7.91,7.91,1,1,HIV-1 protease,CHEMBL4296312,Human immunodeficiency virus,IC50,0
Aspartic protease,2967635,CHEMBL5750634,COCCOCCOCCOC(=O)N[C@@H](C(=O)NC(Cc1ccccc1)[C@@H](O)CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)[C@H](NC(=O)OCCOCCOCCOC)C(C)(C)C)C(C)(C)C,7.9,7.9,1,1,HIV-1 protease,CHEMBL4296312,Human immunodeficiency virus,IC50,0
Aspartic protease,2382797,CHEMBL4475791,CCN(CC)C(=O)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC(C)(C)c2cccc(OC)c2)cc(N2CCCCC2)c1,7.85,7.85,1,1,Plasmepsin 4,CHEMBL3988607,Plasmodium falciparum,IC50,0
Aspartic protease,1614743,CHEMBL3109542,COc1ccc(C2(c3ccc(OC)cc3)NC(=N)N(C3CCCCC3)C2=O)cc1,7.82,7.82,1,1,Plasmepsin 4,CHEMBL3988607,Plasmodium falciparum,IC50,0
Aspartic protease,2387963,CHEMBL4516552,Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@H](O)C(=O)N1CSC(C)(C)[C@@H]1C(=O)N[C@H]1c2ccccc2C[C@H]1O,7.82,7.82,1,1,Plasmepsin 4,CHEMBL3988607,Plasmodium falciparum,IC50,0
Aspartic protease,2457323,CHEMBL4586892,CCCN(CCC)C(=O)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC(C)(C)c2cccc(OC)c2)cc(C(F)(F)F)c1,7.82,7.82,1,1,Plasmepsin 4,CHEMBL3988607,Plasmodium falciparum,IC50,0
Aspartic protease,3100416,CHEMBL5883415,COCCOCCOCCOCCOCCOCCOC(=O)N[C@@H](C(=O)NC(Cc1ccccc1)[C@@H](O)CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)[C@H](NC(=O)OCCOCCOCCOCCOCCOCCOC)C(C)(C)C)C(C)(C)C,7.81,7.81,1,1,HIV-1 protease,CHEMBL4296312,Human immunodeficiency virus,IC50,0
Aspartic protease,2850795,CHEMBL5410627,CCCN1CCCCCc2cccc(c2)C[C@@H]([C@H](O)CNC(C)(C)c2cccc(OC)c2)NC(=O)c2cccc(c2)C1=O,7.77,7.77,1,1,Plasmepsin IV,CHEMBL1741262,Plasmodium falciparum 3D7,IC50,0
Aspartic protease,3132143,CHEMBL5915142,COCCOCCOCCOCCOCCOC(=O)N[C@@H](C(=O)NC(Cc1ccccc1)[C@@H](O)CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)[C@H](NC(=O)OCCOCCOCCOCCOCCOC)C(C)(C)C)C(C)(C)C,7.76,7.76,1,1,HIV-1 protease,CHEMBL4296312,Human immunodeficiency virus,IC50,0
Aspartic protease,1614745,CHEMBL3109544,COc1ccc(C2(c3ccc(OC)cc3)NC(=N)N(C3CCOCC3)C2=O)cc1,7.75,7.75,1,1,Plasmepsin 4,CHEMBL3988607,Plasmodium falciparum,IC50,0
Aspartic protease,2356833,CHEMBL4449824,CCCN(CCC)C(=O)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC(C)(C)c2cccc(OC)c2)cc(C(=O)N(CCC)CCC)c1,7.75,7.75,1,1,Plasmepsin 4,CHEMBL3988607,Plasmodium falciparum,IC50,0
Aspartic protease,1796434,CHEMBL3344272,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NS(=O)(=O)Cc1ccccc1)C(C)C)[C@@H](O)CC(=O)NCCc1ccccc1.O=C(O)C(F)(F)F,7.72,7.67,2,2,Plasmepsin V,CHEMBL3559638; CHEMBL3559649,Plasmodium falciparum (isolate 3D7); Plasmodium vivax,IC50,0
Aspartic protease,3107496,CHEMBL5890495,COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccc(C#Cc2cnc(N3CC4CCC(C3)N4C3COC3)nc2)cc1)[C@H](CN(Cc1c(F)cc(-c2ccn(C(F)F)n2)cc1F)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C(F)(F)F)OC(=O)[C@@H](N)CCCCN)C(C)(C)C(F)(F)F,7.69,7.69,1,1,HIV-1 protease,CHEMBL4296312,Human immunodeficiency virus,EC50,0
Aspartic protease,2353747,CHEMBL4446738,CCCN(CCC)C(=O)c1cc(C)cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC(C)(C)c2cccc(OC)c2)c1,7.64,7.64,1,1,Plasmepsin 4,CHEMBL3988607,Plasmodium falciparum,IC50,0
Aspartic protease,2361302,CHEMBL4454293,COc1cccc(C(C)(C)NC[C@@H](O)[C@H](Cc2ccccc2)NC(=O)c2cc(C(=O)NCCC(F)(F)F)cc(N3CCCCC3)c2)c1,7.62,7.62,1,1,Plasmepsin 4,CHEMBL3988607,Plasmodium falciparum,IC50,0
Aspartic protease,1138746,CHEMBL1761463,CC(C)(C)CNC(=O)[C@H]1N(C(=O)[C@@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)CCCN)c2ccccc2)C(C)(C)C)CSC1(C)C,7.59,7.59,1,1,Protease,CHEMBL4296327,Human T-cell leukemia virus type I,IC50,0
Aspartic protease,1138750,CHEMBL1761467,CCN[C@H](C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@H](O)C(=O)N1CSC(C)(C)[C@H]1C(=O)NCC(C)(C)C)C(C)(C)C)c1ccccc1,7.59,7.59,1,1,Protease,CHEMBL4296327,Human T-cell leukemia virus type I,IC50,0
Aspartic protease,1796326,CHEMBL3344165,CC[C@H](C)[C@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)OCc1ccccc1)C(=O)N[C@@H](CC(C)C)[C@@H](O)CC(=O)NC1CCCCC1.O=C(O)C(F)(F)F,7.58,7.58,1,1,Plasmepsin V,CHEMBL3559649,Plasmodium falciparum (isolate 3D7),IC50,0
Aspartic protease,2050745,CHEMBL3735021,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)OCc1ccccc1)C(C)C)[C@@H](O)CC(=O)NCCc1ccccc1,7.58,7.58,1,1,Plasmepsin V,CHEMBL3559649,Plasmodium falciparum (isolate 3D7),IC50,0
Aspartic protease,2298635,CHEMBL4226144,Nc1nc2cc(-c3ccc(CCCc4ccccc4)cc3-c3ccc(C(=O)O)cc3)ccc2c(=O)n1CC1CCCO1,7.57,7.57,1,1,Plasmepsin 4,CHEMBL3988607,Plasmodium falciparum,IC50,0
Aspartic protease,2386558,CHEMBL4515147,COc1cccc(C(C)(C)NC[C@@H](O)[C@H](Cc2ccccc2)NC(=O)c2cc(C(=O)NCC(C)(C)C)cc(N3CCCCC3)c2)c1,7.57,7.57,1,1,Plasmepsin 4,CHEMBL3988607,Plasmodium falciparum,IC50,0
Aspartic protease,1796325,CHEMBL3344164,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)OCc1ccccc1)C(C)C)[C@@H](O)CC(=O)NC1CCCCC1.O=C(O)C(F)(F)F,7.54,7.54,1,1,Plasmepsin V,CHEMBL3559649,Plasmodium falciparum (isolate 3D7),IC50,0
Aspartic protease,2300563,CHEMBL4228072,Nc1nc2cc(-c3ccc(CCCc4ccccc4)cc3)cc(CCC(=O)O)c2c(=O)n1CC1CCCO1,7.52,7.52,1,1,Plasmepsin 4,CHEMBL3988607,Plasmodium falciparum,IC50,0
Aspartic protease,2425669,CHEMBL4555241,COc1cccc(C(C)(C)NC[C@@H](O)[C@H](Cc2ccccc2)NC(=O)c2cc(C(=O)NCC3CC3)cc(N3CCCCC3)c2)c1,7.52,7.52,1,1,Plasmepsin 4,CHEMBL3988607,Plasmodium falciparum,IC50,0
Aspartic protease,3068752,CHEMBL5851751,CCCCCCCCCCCCCCCCOCCCOP1(=O)COC(Cn2ccc(N)nc2=O)CO1,7.52,7.52,1,1,HIV-1 protease,CHEMBL4296312,Human immunodeficiency virus,EC50,0
Aspartic protease,1614723,CHEMBL3109522,N=C1NC(c2ccccc2)(c2cccc(-c3cccnc3)c2)C(=O)N1C1CCCCC1,7.51,7.51,1,1,Plasmepsin 4,CHEMBL3988607,Plasmodium falciparum,IC50,0
Aspartic protease,2387670,CHEMBL4516259,COc1cccc(C(C)(C)NC[C@@H](O)[C@H](Cc2ccccc2)NC(=O)c2cc(C(=O)NCCOC(C)(C)C)cc(N3CCCCC3)c2)c1,7.51,7.51,1,1,Plasmepsin 4,CHEMBL3988607,Plasmodium falciparum,IC50,0
Aspartic protease,1138749,CHEMBL1761466,CN[C@H](C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@H](O)C(=O)N1CSC(C)(C)[C@H]1C(=O)NCC(C)(C)C)C(C)(C)C)c1ccccc1,7.5,7.5,1,1,Protease,CHEMBL4296327,Human T-cell leukemia virus type I,IC50,0
Aspartic protease,329203,CHEMBL373047,CC(C)(C)c1ccc(-c2nnc([C@H](OC/C=C/Br)[C@H](O)[C@@H](O)[C@@H](OC/C=C/Br)c3nnc(-c4ccc(C(C)(C)C)cc4)o3)o2)cc1,7.46,7.46,1,1,Plasmepsin IV,CHEMBL1741262,Plasmodium falciparum 3D7,Ki,0
Aspartic protease,1072267,CHEMBL1682241,CC(C)(C)CNC(=O)[C@H]1N(C(=O)[C@@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)[C@@H](N)C2CCCCC2)C(C)(C)C)CSC1(C)C,7.45,7.45,1,1,Protease,CHEMBL4296327,Human T-cell leukemia virus type I,IC50,0
Aspartic protease,447638,CHEMBL447735,CC(C)(C)CNC(=O)[C@H]1N(C(=O)[C@@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)[C@@H](N)c2ccccc2)C(C)(C)C)CSC1(C)C,7.43,7.203333333333333,3,1,Protease,CHEMBL4296327,Human T-cell leukemia virus type I,IC50,0
Aspartic protease,2349504,CHEMBL4442495,COCCN(CCOC)C(=O)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC(C)(C)c2cccc(OC)c2)cc(N2CCCCC2)c1,7.43,7.43,1,1,Plasmepsin 4,CHEMBL3988607,Plasmodium falciparum,IC50,0
Aspartic protease,2377204,CHEMBL4470195,COc1cccc(C(C)(C)NC[C@@H](O)[C@H](Cc2ccccc2)NC(=O)c2cc(C(=O)NCc3ccccc3)cc(N3CCCCC3)c2)c1,7.42,7.42,1,1,Plasmepsin 4,CHEMBL3988607,Plasmodium falciparum,IC50,0
Aspartic protease,1138742,CHEMBL1761459,COC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@H](O)C(=O)N1CSC(C)(C)[C@H]1C(=O)NCC(C)(C)O)C(C)(C)C)c1ccccc1,7.41,7.41,1,1,Protease,CHEMBL4296327,Human T-cell leukemia virus type I,IC50,0
Aspartic protease,2851334,CHEMBL5411166,COc1cccc(C(C)(C)NC[C@@H](O)[C@@H]2Cc3cccc(c3)OCCCCN(CC(C)(C)C)C(=O)c3cccc(c3)C(=O)N2)c1,7.4,7.4,1,1,Plasmepsin IV,CHEMBL1741262,Plasmodium falciparum 3D7,IC50,0
Aspartic protease,1138744,CHEMBL1761461,CC(C)(C)CNC(=O)[C@H]1N(C(=O)[C@@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)CN)c2ccccc2)C(C)(C)C)CSC1(C)C,7.39,7.39,1,1,Protease,CHEMBL4296327,Human T-cell leukemia virus type I,IC50,0
Aspartic protease,1614752,CHEMBL3109551,COc1cccc(C2(c3cccc(OC)c3)NC(=N)N(C3CCCCC3)C2=O)c1,7.39,7.39,1,1,Plasmepsin 4,CHEMBL3988607,Plasmodium falciparum,IC50,0
Aspartic protease,2298315,CHEMBL4225824,CCCCCc1ccc(-c2cc(CCC(=O)O)c3c(=O)n(CC4CCCO4)c(N)nc3c2)cc1,7.38,7.38,2,1,Plasmepsin 4,CHEMBL3988607,Plasmodium falciparum,IC50,0
