target_class_l3,molregno,molecule_chembl_id,canonical_smiles,max_pchembl_value,mean_pchembl_value,activity_records,unique_targets,target_names,target_chembl_ids,target_organisms,standard_types,unseen_class_id
Smoothened receptor (frizzled family GPCR),682932,CHEMBL1209132,C[C@@H]1CN(C(=O)c2ccccc2)CCN1c1nnc(-c2ccc(C(N)=O)cc2)c2ccccc12,7.72,7.72,1,1,Protein smoothened,CHEMBL5971,Homo sapiens,IC50,8
Smoothened receptor (frizzled family GPCR),1168143,CHEMBL1813113,C[C@@]12CN(C(=O)Nc3ccccc3-c3ccccc3)CCN1C(=O)N([C@H]1C[C@@H]1c1ccccc1)C2=O,7.72,7.526666666666666,3,1,Protein smoothened,CHEMBL5971,Homo sapiens,IC50,8
Smoothened receptor (frizzled family GPCR),1172545,CHEMBL1822464,Cn1c(-c2noc(C3CCN(C(=O)NCC4(N5CCCCC5)CCCC4)CC3)n2)nc2ccccc21,7.72,7.699999999999999,2,1,Protein smoothened,CHEMBL5971,Homo sapiens,IC50,8
Smoothened receptor (frizzled family GPCR),1426628,CHEMBL2160075,Clc1ccc(Nc2nccc3ccccc23)cc1-c1ncc(-c2ccccc2)[nH]1,7.72,7.26,2,1,Protein smoothened,CHEMBL6080,Mus musculus,IC50,8
Smoothened receptor (frizzled family GPCR),2030040,CHEMBL3696773,Cc1cnc(-c2cc(N3CCC(NC(=O)CN(C)C)CC3)ncc2Cl)c(C)c1,7.72,7.72,1,1,Protein smoothened,CHEMBL5971,Homo sapiens,IC50,8
Smoothened receptor (frizzled family GPCR),2054797,CHEMBL3741651,O=C(NC(=O)c1ccc(OCc2ccccc2F)cc1)Nc1ccc(Cl)c(-c2nc3ccccc3[nH]2)c1,7.72,7.72,1,1,Protein smoothened,CHEMBL5971,Homo sapiens,IC50,8
Smoothened receptor (frizzled family GPCR),2030029,CHEMBL3696762,Cc1cnc(-c2cc(N3CCN(C(=O)CC(C)(C)O)CC3)ncc2Cl)c(C)c1,7.71,7.71,1,1,Protein smoothened,CHEMBL5971,Homo sapiens,IC50,8
Smoothened receptor (frizzled family GPCR),501095,CHEMBL496604,N#Cc1ccc(N2CCN(c3nnc(Cc4ccc(Cl)cc4)c4ccccc34)CC2)nc1,7.7,7.23,4,2,Protein smoothened,CHEMBL5971; CHEMBL6080,Homo sapiens; Mus musculus,IC50,8
Smoothened receptor (frizzled family GPCR),501096,CHEMBL495608,N#Cc1ccc(Cc2nnc(N3CCN(c4ccc(C#N)cn4)CC3)c3ccccc23)cc1,7.7,7.35,4,2,Protein smoothened,CHEMBL5971; CHEMBL6080,Homo sapiens; Mus musculus,IC50,8
Smoothened receptor (frizzled family GPCR),633118,CHEMBL1083740,COc1cccc(-c2nnc(N3CCN(C(=O)c4ccccc4)CC3)c3ccccc23)c1,7.7,7.7,1,1,Protein smoothened,CHEMBL5971,Homo sapiens,IC50,8
Smoothened receptor (frizzled family GPCR),682847,CHEMBL1209048,COc1cccc(N2CCN(Cc3c(C)nn(-c4ccc(F)cc4)c3C)CC2)c1,7.7,6.890000000000001,2,1,Protein smoothened,CHEMBL5971,Homo sapiens,IC50,8
Smoothened receptor (frizzled family GPCR),1349877,CHEMBL2043436,CN1CC[C@@H](NC(=O)Nc2ccc(Cl)cc2)C[C@@H]1c1nc2ccccc2[nH]1,7.7,7.7,1,1,Protein smoothened,CHEMBL6080,Mus musculus,IC50,8
Smoothened receptor (frizzled family GPCR),2540244,CHEMBL4846473,CC(O)(CCCCCCOCCOCc1cn(CCOCCOCCS(=O)(=O)c2ccc(C(=O)Nc3ccc(Cl)c(-c4ccccn4)c3)c(Cl)c2)nn1)C1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,7.7,7.7,1,1,Protein smoothened,CHEMBL6080,Mus musculus,IC50,8
Smoothened receptor (frizzled family GPCR),2542422,CHEMBL4848651,CC(O)(CCCCCCOCCOCCOCc1cn(CCOCCOCCOCCOCCOCCS(=O)(=O)c2ccc(C(=O)Nc3ccc(Cl)c(-c4ccccn4)c3)c(Cl)c2)nn1)C1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,7.7,7.7,1,1,Protein smoothened,CHEMBL6080,Mus musculus,IC50,8
Smoothened receptor (frizzled family GPCR),2552138,CHEMBL4858367,CC(O)(CCCCCCOCCOCc1cn(CCOCCOCCOCCOCCS(=O)(=O)c2ccc(C(=O)Nc3ccc(Cl)c(-c4ccccn4)c3)c(Cl)c2)nn1)C1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,7.7,7.7,1,1,Protein smoothened,CHEMBL6080,Mus musculus,IC50,8
Smoothened receptor (frizzled family GPCR),2555198,CHEMBL4861427,CC(O)(CCCCCCOCCOCc1cn(CCOCCOCCOCCOCCOCCS(=O)(=O)c2ccc(C(=O)Nc3ccc(Cl)c(-c4ccccn4)c3)c(Cl)c2)nn1)C1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,7.7,7.7,1,1,Protein smoothened,CHEMBL6080,Mus musculus,IC50,8
Smoothened receptor (frizzled family GPCR),2555409,CHEMBL4861638,CC(O)(CCCCCCOCCOCCOCCOCCOCc1cn(CCOCCOCCOCCOCCOCCS(=O)(=O)c2ccc(C(=O)Nc3ccc(Cl)c(-c4ccccn4)c3)c(Cl)c2)nn1)C1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,7.7,7.7,1,1,Protein smoothened,CHEMBL6080,Mus musculus,IC50,8
Smoothened receptor (frizzled family GPCR),2555545,CHEMBL4861774,CC(O)(CCCCCCOCCOCc1cn(CCOCCOCCOCCS(=O)(=O)c2ccc(C(=O)Nc3ccc(Cl)c(-c4ccccn4)c3)c(Cl)c2)nn1)C1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,7.7,7.7,1,1,Protein smoothened,CHEMBL6080,Mus musculus,IC50,8
Smoothened receptor (frizzled family GPCR),2564310,CHEMBL4870539,CC(O)(CCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCc1cn(CCOCCOCCOCCOCCOCCS(=O)(=O)c2ccc(C(=O)Nc3ccc(Cl)c(-c4ccccn4)c3)c(Cl)c2)nn1)C1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,7.7,7.7,1,1,Protein smoothened,CHEMBL6080,Mus musculus,IC50,8
Smoothened receptor (frizzled family GPCR),2567131,CHEMBL4873360,CC(O)(CCCCCCOCCOCCOCCOCCOCCOCCOCc1cn(CCOCCOCCOCCOCCOCCS(=O)(=O)c2ccc(C(=O)Nc3ccc(Cl)c(-c4ccccn4)c3)c(Cl)c2)nn1)C1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,7.7,7.7,1,1,Protein smoothened,CHEMBL6080,Mus musculus,IC50,8
Smoothened receptor (frizzled family GPCR),633199,CHEMBL1082396,O=C(c1ccccc1)N1CCN(c2nnc(-c3ccccc3Cl)c3ccccc23)CC1,7.69,7.69,1,1,Protein smoothened,CHEMBL5971,Homo sapiens,IC50,8
Smoothened receptor (frizzled family GPCR),2025947,CHEMBL3692721,Cc1cccnc1-c1nc(N2CCC(NS(C)(=O)=O)CC2)ccc1Cl,7.69,7.69,1,1,Protein smoothened,CHEMBL5971,Homo sapiens,IC50,8
Smoothened receptor (frizzled family GPCR),2030035,CHEMBL3696768,Cc1cc(Cl)cnc1-c1cc(N2CCC(NS(C)(=O)=O)CC2)ncc1Cl,7.69,7.69,1,1,Protein smoothened,CHEMBL5971,Homo sapiens,IC50,8
Smoothened receptor (frizzled family GPCR),2030066,CHEMBL3696799,Cc1cnc(-c2cc(N3CCN(C(=O)CCS(C)(=O)=O)CC3)ncc2F)c(C)c1,7.69,7.69,1,1,Protein smoothened,CHEMBL5971,Homo sapiens,IC50,8
Smoothened receptor (frizzled family GPCR),682933,CHEMBL1209133,C[C@@H]1CN(C(=O)c2ccccc2)CCN1c1nnc(-c2ccc(N3CCOCC3)cc2)c2ccccc12,7.68,7.68,1,1,Protein smoothened,CHEMBL5971,Homo sapiens,IC50,8
Smoothened receptor (frizzled family GPCR),1168126,CHEMBL1813096,O=C(Nc1ccccc1-c1ccccc1)N1CCN2C(=O)N([C@H]3C[C@@H]3c3ccccc3)C(=O)[C@@H]2C1,7.68,7.406666666666666,3,1,Protein smoothened,CHEMBL5971,Homo sapiens,IC50,8
Smoothened receptor (frizzled family GPCR),1168138,CHEMBL1813108,O=C(Nc1cccnc1-c1ccsc1)N1CCN2C(=O)N([C@H]3C[C@@H]3c3ccccc3)C(=O)[C@@H]2C1,7.68,7.37,3,1,Protein smoothened,CHEMBL5971,Homo sapiens,IC50,8
Smoothened receptor (frizzled family GPCR),1355645,CHEMBL2059869,Cc1ccc(-c2cn(C)c(C)n2)cc1NC(=O)c1ccc(OCc2ccccn2)cc1,7.68,7.6066666666666665,3,2,Protein smoothened,CHEMBL5971; CHEMBL6080,Homo sapiens; Mus musculus,EC50; IC50,8
Smoothened receptor (frizzled family GPCR),2030034,CHEMBL3696767,Cc1cc(F)cnc1-c1cc(N2CCC(NS(C)(=O)=O)CC2)ncc1Cl,7.68,7.68,1,1,Protein smoothened,CHEMBL5971,Homo sapiens,IC50,8
Smoothened receptor (frizzled family GPCR),2030073,CHEMBL3696806,Cc1cc(F)cnc1-c1cc(N2CCC(NS(=O)(=O)CCO)CC2)ncc1Cl,7.68,7.68,1,1,Protein smoothened,CHEMBL5971,Homo sapiens,IC50,8
Smoothened receptor (frizzled family GPCR),632892,CHEMBL1084301,O=C(c1cccs1)N1CCN(c2nnc(-c3ccccc3)c3ccccc23)CC1,7.66,7.66,1,1,Protein smoothened,CHEMBL6080,Mus musculus,IC50,8
Smoothened receptor (frizzled family GPCR),2025978,CHEMBL3692752,Cc1cccnc1-c1cc(N2CCN(C(=O)CC(C)(C)O)CC2)ncc1Cl,7.66,7.66,1,1,Protein smoothened,CHEMBL5971,Homo sapiens,IC50,8
Smoothened receptor (frizzled family GPCR),2030041,CHEMBL3696774,Cc1ccc(-c2cccc(N3CCC(NS(C)(=O)=O)CC3)n2)nc1,7.66,7.66,1,1,Protein smoothened,CHEMBL5971,Homo sapiens,IC50,8
Smoothened receptor (frizzled family GPCR),2030071,CHEMBL3696804,Cc1ccc(-c2nc(N3CCN(C(=O)CCS(C)(=O)=O)CC3)ccc2Cl)nc1,7.65,7.65,1,1,Protein smoothened,CHEMBL5971,Homo sapiens,IC50,8
Smoothened receptor (frizzled family GPCR),1172381,CHEMBL1822302,O=C(NCC1(N2CCOCC2)CCCCC1)N1CCC(c2nc(-c3ccc4ccccc4n3)no2)CC1,7.64,7.39,2,1,Protein smoothened,CHEMBL5971,Homo sapiens,IC50,8
Smoothened receptor (frizzled family GPCR),2472910,CHEMBL4636352,Cc1cc(Cl)c(-c2cn(C)cn2)cc1NC(=O)c1ccc(OCc2ccccn2)cc1,7.64,7.64,1,1,Protein smoothened,CHEMBL6080,Mus musculus,EC50,8
Smoothened receptor (frizzled family GPCR),2030037,CHEMBL3696770,Cc1cnc(-c2cc(N3CCN(S(=O)(=O)CCO)CC3)ncc2Cl)c(C)c1,7.63,7.63,1,1,Protein smoothened,CHEMBL5971,Homo sapiens,IC50,8
Smoothened receptor (frizzled family GPCR),2025965,CHEMBL3692739,Cc1cccnc1-c1nc(N2CCC(NS(C)(=O)=O)CC2)ncc1Cl,7.61,7.61,1,1,Protein smoothened,CHEMBL5971,Homo sapiens,IC50,8
Smoothened receptor (frizzled family GPCR),683049,CHEMBL1209248,C[C@@H]1CN(C(=O)c2ccccc2)CCN1c1nnc(-c2ccncc2)c2ccccc12,7.6,7.6,1,1,Protein smoothened,CHEMBL5971,Homo sapiens,IC50,8
Smoothened receptor (frizzled family GPCR),2025974,CHEMBL3692748,Cc1cccnc1-c1cc(N2CCN(C(=O)C(C)(C)C)CC2)ncc1Cl,7.59,7.59,1,1,Protein smoothened,CHEMBL5971,Homo sapiens,IC50,8
Smoothened receptor (frizzled family GPCR),2026005,CHEMBL3692778,Cc1cccnc1-c1cc(N2CCC(C(=O)NCC3CN(CC4CC4)C(=O)CO3)CC2)ncc1Cl,7.59,7.59,1,1,Protein smoothened,CHEMBL5971,Homo sapiens,IC50,8
Smoothened receptor (frizzled family GPCR),2026007,CHEMBL3692780,Cc1cccnc1-c1cc(N2CCC(C(=O)NC3(CO)CCCC3)CC2)ncc1Cl,7.59,7.59,1,1,Protein smoothened,CHEMBL5971,Homo sapiens,IC50,8
Smoothened receptor (frizzled family GPCR),2030017,CHEMBL3696750,NS(=O)(=O)CC1CCN(c2ccc(Cl)c(-c3ccccn3)n2)CC1,7.58,7.58,1,1,Protein smoothened,CHEMBL5971,Homo sapiens,IC50,8
Smoothened receptor (frizzled family GPCR),1175014,CHEMBL1824908,O=C(Nc1ccc(-c2nc(-c3ccccc3)cs2)cc1)c1ccccc1Cl,7.57,7.57,1,1,Protein smoothened,CHEMBL5971,Homo sapiens,IC50,8
Smoothened receptor (frizzled family GPCR),1175023,CHEMBL1824917,O=C(Nc1ccc(-c2ccnc(-c3ccccc3)n2)cc1)c1ccccc1Cl,7.57,7.57,1,1,Protein smoothened,CHEMBL5971,Homo sapiens,IC50,8
Smoothened receptor (frizzled family GPCR),2030048,CHEMBL3696781,COCCS(=O)(=O)NC1CCN(c2ccc(Cl)c(-c3ccccn3)n2)CC1,7.57,7.57,1,1,Protein smoothened,CHEMBL5971,Homo sapiens,IC50,8
Smoothened receptor (frizzled family GPCR),1175024,CHEMBL1824918,O=C(Nc1ccc(-c2cncc(-c3ccccc3)c2)cc1)c1ccccc1Cl,7.55,7.55,1,1,Protein smoothened,CHEMBL5971,Homo sapiens,IC50,8
Smoothened receptor (frizzled family GPCR),1355649,CHEMBL2059873,Cc1ccc(-c2nccs2)cc1NC(=O)c1ccc(OCc2ccccn2)cc1,7.55,7.455,2,1,Protein smoothened,CHEMBL5971,Homo sapiens,EC50; IC50,8
Smoothened receptor (frizzled family GPCR),2026003,CHEMBL3692776,Cc1cccnc1-c1cc(N2CCC(C(=O)NC3CCCCC3O)CC2)ncc1Cl,7.55,7.55,1,1,Protein smoothened,CHEMBL5971,Homo sapiens,IC50,8
Smoothened receptor (frizzled family GPCR),2433371,CHEMBL4562943,C#CCOc1ccc(N2C(=O)[C@H](C)N(Cc3ccc(N=[N+]=[N-])cc3)C2=O)cc1,7.55,7.529999999999999,2,2,Protein smoothened,CHEMBL5971; CHEMBL6080,Homo sapiens; Mus musculus,IC50; Ki,8
Smoothened receptor (frizzled family GPCR),519583,CHEMBL474301,Cc1cccc(C(=O)Nc2ccc3c(c2)C[C@@H](NC(C)c2ccccc2)C3)c1-c1ccc(C(F)(F)F)cc1,7.54,7.52,2,2,Protein smoothened,CHEMBL5971; CHEMBL6080,Homo sapiens; Mus musculus,IC50,8
Smoothened receptor (frizzled family GPCR),1343326,CHEMBL2031263,COc1cc(C(=O)NC(=S)Nc2ccc(C)c(NC(=O)c3ccc(-c4ccc(F)cc4)cc3)c2)cc(OC)c1OC,7.54,7.54,1,1,Protein smoothened,CHEMBL5971,Homo sapiens,IC50,8
Smoothened receptor (frizzled family GPCR),2030015,CHEMBL3696748,Cc1cccnc1-c1cc(N2CCC(C(=O)N[C@H]3CC[C@H](CO)CC3)CC2)ncc1Cl,7.54,7.54,1,1,Protein smoothened,CHEMBL5971,Homo sapiens,IC50,8
Smoothened receptor (frizzled family GPCR),2030036,CHEMBL3696769,COCCS(=O)(=O)N1CCN(c2cc(-c3ncc(C)cc3C)c(Cl)cn2)CC1,7.54,7.54,1,1,Protein smoothened,CHEMBL5971,Homo sapiens,IC50,8
Smoothened receptor (frizzled family GPCR),2030078,CHEMBL3696811,Cc1cc(F)cnc1-c1nc(N2CCC(NS(C)(=O)=O)CC2)ccc1Cl,7.54,7.54,1,1,Protein smoothened,CHEMBL5971,Homo sapiens,IC50,8
Smoothened receptor (frizzled family GPCR),2030068,CHEMBL3696801,Cc1cc(F)cnc1-c1cc(N2CCC(NC(=O)CCS(C)(=O)=O)CC2)ncc1Cl,7.53,7.53,1,1,Protein smoothened,CHEMBL5971,Homo sapiens,IC50,8
Smoothened receptor (frizzled family GPCR),1172373,CHEMBL1822294,O=C(NCC1(N2CCOCC2)CCCC1)N1CCC(c2nc(-c3ccc4ccccc4n3)no2)CC1,7.52,7.26,2,1,Protein smoothened,CHEMBL5971,Homo sapiens,IC50,8
Smoothened receptor (frizzled family GPCR),2030023,CHEMBL3696756,Cc1cccnc1-c1nc(N2CCC(CS(C)(=O)=O)CC2)ncc1Cl,7.52,7.52,1,1,Protein smoothened,CHEMBL5971,Homo sapiens,IC50,8
Smoothened receptor (frizzled family GPCR),2030056,CHEMBL3696789,CC(C)(O)CC(=O)NC1CCN(c2ccc(Cl)c(-c3ccccn3)n2)CC1,7.52,7.52,1,1,Protein smoothened,CHEMBL5971,Homo sapiens,IC50,8
Smoothened receptor (frizzled family GPCR),2440596,CHEMBL4570165,FC(F)(F)Oc1ccc(-c2ccnc(Nc3ccc4[nH]ncc4c3)n2)cc1,7.52,7.52,1,1,Protein smoothened,CHEMBL5971,Homo sapiens,Ki,8
Smoothened receptor (frizzled family GPCR),2474473,CHEMBL4637915,Cc1ccc(-c2cnc(C)n2C)cc1NC(=O)c1ccc(OCc2ccccn2)cc1,7.52,7.52,1,1,Protein smoothened,CHEMBL6080,Mus musculus,EC50,8
Smoothened receptor (frizzled family GPCR),1172383,CHEMBL1822304,O=C(NCC1(N2CCCC2)CCCC1)N1CCC(c2nc(-c3ccc4ccccc4n3)no2)CC1,7.5,7.4399999999999995,2,1,Protein smoothened,CHEMBL5971,Homo sapiens,IC50,8
Smoothened receptor (frizzled family GPCR),2030053,CHEMBL3696786,CS(=O)(=O)CCC(=O)NC1CCN(c2ccc(Cl)c(-c3ccccn3)n2)CC1,7.5,7.5,1,1,Protein smoothened,CHEMBL5971,Homo sapiens,IC50,8
Smoothened receptor (frizzled family GPCR),2025941,CHEMBL3692715,CS(=O)(=O)NC1CCN(c2cc(-c3ncccc3Cl)c(Cl)cn2)CC1,7.49,7.49,1,1,Protein smoothened,CHEMBL5971,Homo sapiens,IC50,8
Smoothened receptor (frizzled family GPCR),2030007,CHEMBL3696740,Cc1cccnc1-c1cc(N2CCC(C(=O)N[C@@H]3CCCC[C@H]3O)CC2)ncc1Cl,7.49,7.49,1,1,Protein smoothened,CHEMBL5971,Homo sapiens,IC50,8
Smoothened receptor (frizzled family GPCR),1175025,CHEMBL1824919,O=C(Nc1ccc(-c2cccc(-c3ccccc3)n2)cc1)c1ccccc1Cl,7.48,7.48,1,1,Protein smoothened,CHEMBL5971,Homo sapiens,IC50,8
Smoothened receptor (frizzled family GPCR),1343350,CHEMBL2031287,COc1cc(C(=O)NC(=N)Nc2cccc(NC(=O)c3ccc(-c4ccc(F)cc4)cc3)c2)cc(OC)c1OC,7.48,7.48,1,1,Protein smoothened,CHEMBL5971,Homo sapiens,IC50,8
Smoothened receptor (frizzled family GPCR),2025942,CHEMBL3692716,CS(=O)(=O)NC1CCN(c2cc(-c3ccc(Cl)cn3)c(Cl)cn2)CC1,7.48,7.48,1,1,Protein smoothened,CHEMBL5971,Homo sapiens,IC50,8
Smoothened receptor (frizzled family GPCR),2030025,CHEMBL3696758,CS(=O)(=O)CCC(=O)N1CCN(c2ccc(Cl)c(-c3ccccn3)n2)CC1,7.48,7.48,1,1,Protein smoothened,CHEMBL5971,Homo sapiens,IC50,8
Smoothened receptor (frizzled family GPCR),2030072,CHEMBL3696805,Cc1cc(F)cnc1-c1cc(N2CCN(C(=O)CC(C)(C)O)CC2)ncc1Cl,7.48,7.48,1,1,Protein smoothened,CHEMBL5971,Homo sapiens,IC50,8
Smoothened receptor (frizzled family GPCR),2456488,CHEMBL4586057,C[C@H]1C(=O)N(c2ccc(Cl)cc2)C(=O)N1Cc1ccccc1,7.48,7.355,2,2,Protein smoothened,CHEMBL5971; CHEMBL6080,Homo sapiens; Mus musculus,IC50; Ki,8
Smoothened receptor (frizzled family GPCR),2030006,CHEMBL3696739,Cc1cccnc1-c1cc(N2CCC(C(=O)NC3CCS(=O)(=O)CC3)CC2)ncc1Cl,7.47,7.47,1,1,Protein smoothened,CHEMBL5971,Homo sapiens,IC50,8
Smoothened receptor (frizzled family GPCR),2469158,CHEMBL4632598,CN(C(=O)c1ccc(F)cc1C(F)(F)F)C1CCN(C(=O)c2ccccc2Nc2ccccc2)CC1,7.47,7.47,1,1,Protein smoothened,CHEMBL5971,Homo sapiens,IC50,8
Smoothened receptor (frizzled family GPCR),502033,CHEMBL523255,CC(=O)NCc1ccc(N2CCN(c3nnc(Cc4ccccc4)c4ccccc34)CC2)nc1,7.46,6.92,4,2,Protein smoothened,CHEMBL5971; CHEMBL6080,Homo sapiens; Mus musculus,IC50,8
Smoothened receptor (frizzled family GPCR),1168125,CHEMBL1813095,O=C(Nc1ccccc1-c1ccccc1)N1CCN2C(=O)N(C3CC3c3ccccc3)C(=O)C2C1,7.46,7.158333333333334,6,1,Protein smoothened,CHEMBL5971,Homo sapiens,IC50,8
Smoothened receptor (frizzled family GPCR),1349875,CHEMBL2043434,COc1ccc(NC(=O)N[C@@H]2CCN(C)[C@@H](c3nc4ccccc4[nH]3)C2)cc1,7.46,7.46,1,1,Protein smoothened,CHEMBL6080,Mus musculus,IC50,8
Smoothened receptor (frizzled family GPCR),2025946,CHEMBL3692720,CS(=O)(=O)NC1CCN(c2ccc(Cl)c(-c3ccccn3)n2)CC1,7.46,7.46,1,1,Protein smoothened,CHEMBL5971,Homo sapiens,IC50,8
Smoothened receptor (frizzled family GPCR),2025982,CHEMBL3692756,Cc1cccnc1-c1cc(N2CCC(CS(C)(=O)=O)CC2)ncc1Cl,7.45,7.45,1,1,Protein smoothened,CHEMBL5971,Homo sapiens,IC50,8
Smoothened receptor (frizzled family GPCR),2030030,CHEMBL3696763,Cc1cnc(-c2cc(N3CCN(S(C)(=O)=O)CC3)ncc2Cl)c(C)c1,7.44,7.44,1,1,Protein smoothened,CHEMBL5971,Homo sapiens,IC50,8
Smoothened receptor (frizzled family GPCR),1175026,CHEMBL1824920,O=C(Nc1ccc(-c2nccc(-c3ccccc3)n2)cc1)c1ccccc1Cl,7.43,7.43,1,1,Protein smoothened,CHEMBL5971,Homo sapiens,IC50,8
Smoothened receptor (frizzled family GPCR),2025950,CHEMBL3692724,Cc1cccnc1-c1cc(N2CCN(c3ccc(C#N)cn3)CC2)ncc1Cl,7.43,7.43,1,1,Protein smoothened,CHEMBL5971,Homo sapiens,IC50,8
Smoothened receptor (frizzled family GPCR),2030021,CHEMBL3696754,Cc1cccnc1-c1cc(N2CCC(NC(=O)CCS(C)(=O)=O)CC2)ncc1Cl,7.43,7.43,1,1,Protein smoothened,CHEMBL5971,Homo sapiens,IC50,8
Smoothened receptor (frizzled family GPCR),500809,CHEMBL485869,CC(O)c1ccc(N2CCN(c3nnc(Cc4ccccc4)c4ccccc34)CC2)nc1,7.42,7.1125,4,2,Protein smoothened,CHEMBL5971; CHEMBL6080,Homo sapiens; Mus musculus,IC50,8
Smoothened receptor (frizzled family GPCR),2025984,CHEMBL3692758,CS(=O)(=O)CC1CCN(c2ccc(Cl)c(-c3ccccn3)n2)CC1,7.42,7.42,1,1,Protein smoothened,CHEMBL5971,Homo sapiens,IC50,8
Smoothened receptor (frizzled family GPCR),2030057,CHEMBL3696790,CCS(=O)(=O)NC1CCN(c2ccc(Cl)c(-c3ccccn3)n2)CC1,7.42,7.42,1,1,Protein smoothened,CHEMBL5971,Homo sapiens,IC50,8
Smoothened receptor (frizzled family GPCR),1355636,CHEMBL2059860,Cc1ccc(-c2c[nH]cn2)cc1NC(=O)c1ccc(OCc2ccccn2)cc1,7.41,7.41,2,2,Protein smoothened,CHEMBL5971; CHEMBL6080,Homo sapiens; Mus musculus,EC50,8
Smoothened receptor (frizzled family GPCR),2025980,CHEMBL3692754,Cc1cccnc1-c1cc(N2CCC(NCCS(C)(=O)=O)CC2)ncc1Cl,7.41,7.41,1,1,Protein smoothened,CHEMBL5971,Homo sapiens,IC50,8
Smoothened receptor (frizzled family GPCR),2030008,CHEMBL3696741,Cc1cccnc1-c1cc(N2CCC(C(=O)N3CCN(c4ccc(O)nn4)CC3)CC2)ncc1Cl,7.41,7.41,1,1,Protein smoothened,CHEMBL5971,Homo sapiens,IC50,8
Smoothened receptor (frizzled family GPCR),567834,CHEMBL563928,CCCC(CCC)C(=O)NCc1ccc2c(cnn2-c2ccc(OC)cc2)c1,7.4,7.4,1,1,Protein smoothened,CHEMBL5971,Homo sapiens,IC50,8
Smoothened receptor (frizzled family GPCR),1175016,CHEMBL1824910,O=C(Nc1ccc(-c2ncc(-c3ccccc3)o2)cc1)c1ccccc1Cl,7.4,7.4,1,1,Protein smoothened,CHEMBL5971,Homo sapiens,IC50,8
Smoothened receptor (frizzled family GPCR),1355652,CHEMBL2059876,Cc1ccc(-c2ccncc2)cc1NC(=O)c1ccc(OCc2ccccn2)cc1,7.4,7.4,1,1,Protein smoothened,CHEMBL5971,Homo sapiens,EC50,8
Smoothened receptor (frizzled family GPCR),1623325,CHEMBL3126707,CS(=O)(=O)c1ccc(C(=O)Nc2ccc(Cl)c(C(=O)Nc3cccc(O)c3)c2)c(Cl)c1,7.4,7.4,1,1,Protein smoothened,CHEMBL5971,Homo sapiens,IC50,8
Smoothened receptor (frizzled family GPCR),2030045,CHEMBL3696778,Cc1ccc(-c2nc(N3CCC(NS(C)(=O)=O)CC3)ccc2Br)nc1,7.4,7.4,1,1,Protein smoothened,CHEMBL5971,Homo sapiens,IC50,8
Smoothened receptor (frizzled family GPCR),2030060,CHEMBL3696793,COCC(=O)NC1CCN(c2cc(-c3ncc(C)cc3C)c(Cl)cn2)CC1,7.4,7.4,1,1,Protein smoothened,CHEMBL5971,Homo sapiens,IC50,8
Smoothened receptor (frizzled family GPCR),682957,CHEMBL1209157,COc1ccc(OC)c(C2CCN(Cc3cnn(-c4ccccc4F)c3C)C2)c1,7.39,7.029999999999999,2,1,Protein smoothened,CHEMBL5971,Homo sapiens,IC50,8
Smoothened receptor (frizzled family GPCR),1168134,CHEMBL1813104,CS(=O)(=O)c1cc(Cl)c(NC(=O)N2CCN3C(=O)N([C@H]4C[C@@H]4c4ccccc4)C(=O)[C@@H]3C2)c(Cl)c1,7.39,7.313333333333333,3,1,Protein smoothened,CHEMBL5971,Homo sapiens,IC50,8
Smoothened receptor (frizzled family GPCR),1343331,CHEMBL2031268,COc1cc(C(=O)NC(=S)Nc2ccc(C)c(NC(=O)c3ccc(-c4ccccc4)cc3)c2)cc(OC)c1OC,7.39,7.295,2,1,Protein smoothened,CHEMBL5971,Homo sapiens,IC50,8
Smoothened receptor (frizzled family GPCR),2025977,CHEMBL3692751,Cc1cccnc1-c1cc(N2CCN(c3ncc(Br)cn3)CC2)ncc1Cl,7.39,7.39,1,1,Protein smoothened,CHEMBL5971,Homo sapiens,IC50,8
Smoothened receptor (frizzled family GPCR),2025992,CHEMBL3692766,Cc1cccnc1-c1cc(N2CCC(C(=O)NCCC3C(=O)Nc4ccccc43)CC2)ncc1Cl,7.39,7.39,1,1,Protein smoothened,CHEMBL5971,Homo sapiens,IC50,8
Smoothened receptor (frizzled family GPCR),426232,CHEMBL254760,Cn1cnc(-c2cc3nccc(Oc4ccc(NC(=S)NC(=O)Cc5ccccc5)cc4F)c3s2)c1,7.38,7.33,2,1,Protein smoothened,CHEMBL5971,Homo sapiens,Ki,8
