unseen_target_class_l3,known_target_class_l3,unseen_molecules,known_molecules,mean_nearest_tanimoto,median_nearest_tanimoto,std_nearest_tanimoto,min_nearest_tanimoto,q25_nearest_tanimoto,q75_nearest_tanimoto,q90_nearest_tanimoto,max_nearest_tanimoto,fraction_ge_0.30,fraction_ge_0.40,fraction_ge_0.50,fraction_ge_0.60,fraction_ge_0.70,rank_by_median_nearest_tanimoto,rank_by_mean_nearest_tanimoto
Ryanodine receptor,Bromodomain,124,10663,0.2701394557952881,0.27597904205322266,0.04999169707298279,0.1666666716337204,0.23175805807113647,0.31097695231437683,0.3319047689437866,0.3604651093482971,0.3548387096774194,0.0,0.0,0.0,0.0,4,4
Ryanodine receptor,P2X receptor,124,10307,0.262204110622406,0.2671361565589905,0.05655581131577492,0.13924050331115723,0.2169080376625061,0.30393505096435547,0.3288872241973877,0.4000000059604645,0.28225806451612906,0.008064516129032258,0.0,0.0,0.0,6,5
Ryanodine receptor,Voltage-gated sodium channel,124,9469,0.27195465564727783,0.2702147662639618,0.079047791659832,0.14130434393882751,0.2092159241437912,0.33441558480262756,0.369198203086853,0.447761207818985,0.3790322580645161,0.06451612903225806,0.0,0.0,0.0,5,3
Ryanodine receptor,Transient receptor potential channel,124,8550,0.2980501651763916,0.302173912525177,0.07247751951217651,0.16049382090568542,0.2295285314321518,0.35052818059921265,0.39408913254737854,0.4375,0.532258064516129,0.08870967741935484,0.0,0.0,0.0,1,2
Ryanodine receptor,Protein methyltransferase,124,2591,0.2332349419593811,0.23326078057289124,0.04611118137836456,0.12612612545490265,0.1931319683790207,0.26878708600997925,0.29083332419395447,0.3472222089767456,0.08064516129032258,0.0,0.0,0.0,0.0,10,10
Ryanodine receptor,Serine protease,124,2529,0.24011480808258057,0.24562808871269226,0.06113380938768387,0.1267605572938919,0.1810007095336914,0.28743505477905273,0.31402987241744995,0.3799999952316284,0.1935483870967742,0.0,0.0,0.0,0.0,8,8
Ryanodine receptor,Voltage-gated calcium channel,124,2036,0.3473608195781708,0.2960354685783386,0.1606968343257904,0.12621359527111053,0.21845096349716187,0.45171064138412476,0.5802469253540039,0.841269850730896,0.49193548387096775,0.31451612903225806,0.20967741935483872,0.07258064516129033,0.04032258064516129,2,1
Ryanodine receptor,Plant homeodomain,124,2021,0.25865137577056885,0.2768442630767822,0.057615913450717926,0.13978494703769684,0.20035535097122192,0.309320330619812,0.3218390941619873,0.3375000059604645,0.3548387096774194,0.0,0.0,0.0,0.0,3,6
Ryanodine receptor,Protein Kinase,124,1582,0.2328549176454544,0.2325097918510437,0.045228421688079834,0.1204819306731224,0.19676128029823303,0.2712469696998596,0.2920873463153839,0.31707316637039185,0.056451612903225805,0.0,0.0,0.0,0.0,11,11
Ryanodine receptor,Pore-forming toxins (proteins and peptides),124,1394,0.23769614100456238,0.24004483222961426,0.045000459998846054,0.12222222238779068,0.20461857318878174,0.2645409107208252,0.30306917428970337,0.35483869910240173,0.12096774193548387,0.0,0.0,0.0,0.0,9,9
Ryanodine receptor,5HT3 receptor,124,1065,0.24341721832752228,0.2475719004869461,0.04406522586941719,0.12643678486347198,0.21784716844558716,0.2759754955768585,0.2988888919353485,0.33766233921051025,0.10483870967741936,0.0,0.0,0.0,0.0,7,7
Smoothened receptor (frizzled family GPCR),Bromodomain,954,10663,0.3036431074142456,0.2978723347187042,0.04431033506989479,0.171171173453331,0.27014708518981934,0.3333333432674408,0.3636363744735718,0.4878048896789551,0.4832285115303983,0.023060796645702306,0.0,0.0,0.0,3,4
Smoothened receptor (frizzled family GPCR),P2X receptor,954,10307,0.3141777217388153,0.3076923191547394,0.05088289827108383,0.13861386477947235,0.2795698940753937,0.34246575832366943,0.3870967626571655,0.5079365372657776,0.5723270440251572,0.0649895178197065,0.005241090146750524,0.0,0.0,2,2
Smoothened receptor (frizzled family GPCR),Voltage-gated sodium channel,954,9469,0.30195191502571106,0.2933333218097687,0.055674780160188675,0.13793103396892548,0.26436781883239746,0.3252258896827698,0.3613453805446625,0.6200000047683716,0.45178197064989517,0.05345911949685535,0.012578616352201259,0.0010482180293501049,0.0,4,5
Smoothened receptor (frizzled family GPCR),Transient receptor potential channel,954,8550,0.3302132785320282,0.3243243098258972,0.05688215047121048,0.1603773534297943,0.2916666567325592,0.36486485600471497,0.40342390537261963,0.5769230723381042,0.6823899371069182,0.11635220125786164,0.008385744234800839,0.0,0.0,1,1
Smoothened receptor (frizzled family GPCR),Protein methyltransferase,954,2591,0.2674950957298279,0.25909391045570374,0.05108024179935455,0.1318681389093399,0.23484393954277039,0.2886597812175751,0.3333333432674408,0.4871794879436493,0.18448637316561844,0.03039832285115304,0.0,0.0,0.0,9,9
Smoothened receptor (frizzled family GPCR),Serine protease,954,2529,0.258596807718277,0.25872212648391724,0.036069102585315704,0.12380952388048172,0.23404255509376526,0.28260868787765503,0.30337077379226685,0.3670886158943176,0.11844863731656184,0.0,0.0,0.0,0.0,10,10
Smoothened receptor (frizzled family GPCR),Voltage-gated calcium channel,954,2036,0.31176093220710754,0.2808988690376282,0.09955679625272751,0.15094339847564697,0.25641027092933655,0.3199999928474426,0.44507354497909546,0.725806474685669,0.3553459119496855,0.12683438155136267,0.09433962264150944,0.02620545073375262,0.005241090146750524,5,3
Smoothened receptor (frizzled family GPCR),Plant homeodomain,954,2021,0.2699117362499237,0.26249998807907104,0.041526347398757935,0.13725490868091583,0.23999999463558197,0.2986528277397156,0.3285714387893677,0.4237288236618042,0.24633123689727462,0.005241090146750524,0.0,0.0,0.0,8,7
Smoothened receptor (frizzled family GPCR),Protein Kinase,954,1582,0.27038660645484924,0.2631579041481018,0.03870976343750954,0.1770833283662796,0.2469135820865631,0.28746408224105835,0.3222222328186035,0.5135135054588318,0.19077568134171907,0.0041928721174004195,0.0010482180293501049,0.0,0.0,7,6
