epoch,train_epoch_loss,train_loss,val_loss,train_accuracy,val_accuracy,train_balanced_accuracy,val_balanced_accuracy,train_macro_f1,val_macro_f1,train_weighted_f1,val_weighted_f1,train_macro_precision,val_macro_precision,train_macro_recall,val_macro_recall,learning_rate,epoch_time_seconds,total_elapsed_minutes,gpu_memory_allocated_mb,gpu_memory_reserved_mb,best_val_macro_f1,best_epoch,epochs_without_improvement
11,0.00559571978992644,0.0017221501271051454,0.08391528108462165,0.9994854643684075,0.9851857783472133,0.9995988467043785,0.9802751419309487,0.9991828756517134,0.9765228916737871,0.9994856785829025,0.9852565084690929,0.9987684127669482,0.9732665070363322,0.9995988467043785,0.9802751419309487,0.0005,0.49932241439819336,0.10164880355199178,35.8232421875,68.0,0.9794213098743313,10,1
12,0.005002650800415895,0.001490899193855292,0.0867419049271244,0.99941195927818,0.9877482383087764,0.9993129400355037,0.9816600884196625,0.9992312786983799,0.9822679090997184,0.9994118898790605,0.9878017615241996,0.9991510515510446,0.983196120893081,0.9993129400355037,0.9816600884196625,0.0005,0.5247821807861328,0.11042850812276205,35.8232421875,68.0,0.9822679090997184,12,0
13,0.0038559445494096476,0.001014823750243488,0.0826826848441029,0.999558969458635,0.9879083920563742,0.9996726196029484,0.9837571817995223,0.9992936539211938,0.9819246785384343,0.9995591906249435,0.9879744754362073,0.9989161151762768,0.9803510785683202,0.9996726196029484,0.9837571817995223,0.0005,0.5101792812347412,0.11918149789174398,35.8232421875,68.0,0.9822679090997184,12,1
14,0.003583050985161385,0.0014228859662283504,0.07972515686677649,0.999558969458635,0.9872677770659833,0.999628778507729,0.9824711460300448,0.9993187939519522,0.9806300316285225,0.9995591128533621,0.9873423069395202,0.9990096364301234,0.9792950692441511,0.999628778507729,0.9824711460300448,0.00025,0.5256752967834473,0.1279760797818502,35.8232421875,68.0,0.9822679090997184,12,2
15,0.0038143628938636497,0.0011120481187824002,0.08025328470633408,0.9993017016428387,0.9876681614349776,0.9996063806264085,0.9827439736935539,0.9991032740433409,0.9802139298945645,0.9993024290560643,0.9877405925883794,0.9986031795189547,0.9781245173713572,0.9996063806264085,0.9827439736935539,0.00025,0.5160672664642334,0.13659388621648152,35.8232421875,68.0,0.9822679090997184,12,3
16,0.003335054802456988,0.001026050977633859,0.08154195691828785,0.9994487118232938,0.9873478539397822,0.9995962404389427,0.9835275978031881,0.9992120118867672,0.9805797143573539,0.999449099490857,0.9874153943007783,0.9988293230519708,0.9779847960433276,0.9995962404389427,0.9835275978031881,0.00025,0.5409388542175293,0.1456261992454529,35.8232421875,68.0,0.9822679090997184,12,4
17,0.0026277327790214648,0.0009321347819817851,0.08210173585357575,0.999558969458635,0.9883888532991671,0.9996563846331451,0.9836360475530799,0.9992824137674824,0.9823418696260141,0.9995591524985032,0.9884294227804291,0.9989096205158148,0.981225088138326,0.9996563846331451,0.9836360475530799,0.00025,0.5042800903320312,0.15406420230865478,35.8232421875,68.0,0.9823418696260141,17,0
18,0.0030084122522202913,0.000916491774037346,0.08220364732340707,0.9994854643684075,0.9880685458039719,0.999645806716675,0.9827482571142362,0.9992304245356451,0.9801322937605664,0.9994857570686063,0.9881408030933245,0.9988166814929119,0.9780417086475844,0.999645806716675,0.9827482571142362,0.00025,0.5459041595458984,0.16342927217483522,35.8232421875,68.0,0.9823418696260141,17,1
19,0.002900102451157385,0.0009447652094815858,0.0797201776014931,0.9995222169135213,0.987988468930173,0.9996592131598118,0.9831670383262755,0.9992483764322412,0.9812506796006761,0.9995224336819782,0.9880349448994518,0.998838942773128,0.9796082064204551,0.9996592131598118,0.9831670383262755,0.00025,0.4935648441314697,0.171688707669576,35.8232421875,68.0,0.9823418696260141,17,2
20,0.0023973365559722994,0.000837717819464666,0.07930571233437109,0.9995957220037488,0.9880685458039719,0.9996477534797408,0.9841424676640801,0.9993568471543305,0.9810997118633359,0.999595834542147,0.9881287595597603,0.9990666682115957,0.9784592029784402,0.9996477534797408,0.9841424676640801,0.00025,0.5087616443634033,0.18020139137903848,35.8232421875,68.0,0.9823418696260141,17,3
21,0.0022982777161320296,0.0007227319773377491,0.08226260704639135,0.999558969458635,0.9882286995515696,0.9996837566606991,0.9836256602464918,0.9993660133042211,0.9819917104836631,0.9995591689093952,0.9882804089140786,0.9990492723592937,0.9805658053571754,0.9996837566606991,0.9836256602464918,0.00025,0.5084860324859619,0.1886928677558899,35.8232421875,68.0,0.9823418696260141,17,4
22,0.0027803747581414615,0.0008166260085962528,0.08438556793377473,0.9993017016428387,0.987988468930173,0.9996119491552838,0.983053149244666,0.9991161882962382,0.9820685350259004,0.9993025251975545,0.9880490199330071,0.9986237639975968,0.9813102431159464,0.9996119491552838,0.983053149244666,0.00025,0.5257413387298584,0.19747189283370972,35.8232421875,68.0,0.9823418696260141,17,5
23,0.0021986405549934357,0.000887103790139372,0.08454399302481447,0.9993384541879525,0.9876681614349776,0.9995777303687624,0.9827020224835608,0.9991648229824629,0.9802080324903137,0.9993392343369102,0.9877452427220312,0.9987553412865885,0.9781042487252851,0.9995777303687624,0.9827020224835608,0.00025,0.507439136505127,0.20596254269282024,35.8232421875,68.0,0.9823418696260141,17,6
24,0.0019891895696677844,0.0007919065702129744,0.0869623833506681,0.9997427321842037,0.987988468930173,0.9996175941880334,0.9840403899963314,0.9995519372621918,0.9827146754554031,0.9997427456153288,0.9880444915137072,0.9994869960060366,0.9815440703686611,0.9996175941880334,0.9840403899963314,0.00025,0.5289547443389893,0.21480419635772705,35.8232421875,68.0,0.9827146754554031,24,0
25,0.0015775070059274386,0.0007495181491976553,0.08274055073495053,0.9997427321842037,0.9878283151825753,0.9995860523595129,0.9831301865665109,0.9995518902090953,0.9804783299171024,0.9997427315200185,0.9879060608649247,0.9995184597832748,0.97826911781174,0.9995860523595129,0.9831301865665109,0.00025,0.5201740264892578,0.2237576405207316,35.8232421875,68.0,0.9827146754554031,24,1
26,0.0018843477114684488,0.0006362389222330612,0.08426900056826113,0.9997427321842037,0.9875080076873799,0.9996707879465667,0.9833628998952033,0.9995828847698639,0.9816578333294385,0.9997427522491422,0.9875704929058725,0.9994952781917785,0.9801549596369168,0.9996707879465667,0.9833628998952033,0.000125,0.5316874980926514,0.23265243371327718,35.8232421875,68.0,0.9827146754554031,24,2
27,0.001509006102931025,0.0006229674634791592,0.08126049264532369,0.99970597963909,0.9880685458039719,0.9997012225986492,0.9841938104557074,0.9995476534203259,0.9819124569675846,0.9997060538417677,0.9881238504846551,0.9993944317761937,0.9798724832993971,0.9997012225986492,0.9841938104557074,0.000125,0.5241336822509766,0.24142133394877116,35.8232421875,68.0,0.9827146754554031,24,3
28,0.002195945726489628,0.0007035225187497875,0.08154712247027295,0.9996692270939762,0.9879083920563742,0.9997260887218566,0.9842162547120968,0.9994681402241291,0.9815292008998966,0.999669376136828,0.9879681717011025,0.99921109250729,0.9791260656468506,0.9997260887218566,0.9842162547120968,0.000125,0.5455093383789062,0.25054648717244465,35.8232421875,68.0,0.9827146754554031,24,4
29,0.0017332800442646768,0.0006119150791576809,0.08329439711823602,0.9996692270939762,0.9873478539397822,0.999731657250732,0.9833482500972306,0.9995124729060016,0.9815785773925202,0.9996693818392108,0.9874041231622612,0.9992940275149127,0.9799899598435995,0.999731657250732,0.9833482500972306,0.000125,0.508873462677002,0.2590610424677531,35.8232421875,68.0,0.9827146754554031,24,5
30,0.0014654945224053108,0.0005938260520252022,0.08665431365897266,0.9996692270939762,0.987988468930173,0.9997515821155247,0.9828872187604021,0.9995124157630572,0.9820177119722576,0.9996693397244276,0.9880475053511968,0.9992737014678735,0.9814242893531678,0.9997515821155247,0.9828872187604021,0.000125,0.5342628955841064,0.2679987589518229,35.8232421875,68.0,0.9827146754554031,24,6
31,0.0015830705445846487,0.0005992489913205308,0.08082978911995428,0.9997427321842037,0.9878283151825753,0.9997345539065787,0.9823886319510567,0.9995829155487904,0.9811191281368434,0.9997427624295665,0.9878889977241694,0.9994315697816714,0.9801497609483616,0.9997345539065787,0.9823886319510567,0.000125,0.5542371273040771,0.27725271383921307,35.8232421875,68.0,0.9827146754554031,24,7
32,0.0017258027892722968,0.0005910984585465395,0.09079245026490348,0.9997427321842037,0.9867873158231902,0.99973076977214,0.9824285106211735,0.9995963178957807,0.9809417406752626,0.9997427704483849,0.9868659624276538,0.9994623105383376,0.9797482808720323,0.99973076977214,0.9824285106211735,6.25e-05,0.5517313480377197,0.2864815672238668,35.8232421875,68.0,0.9827146754554031,24,8
33,0.0011948878115866435,0.0005655265856432639,0.08498924776468299,0.99970597963909,0.9871877001921845,0.9997649885586614,0.9824845767758593,0.9995476832095561,0.9802242528341576,0.9997060613090293,0.9872559066067503,0.9993307332493458,0.9783583669674928,0.9997649885586614,0.9824845767758593,6.25e-05,0.557861328125,0.2958125909169515,35.8232421875,68.0,0.9827146754554031,24,9
34,0.001244499703624473,0.000583990587463817,0.0856428980480323,0.9997427321842037,0.9880685458039719,0.9996430875817015,0.9830770830937219,0.9995961796274296,0.982642856894561,0.9997426941348562,0.9881252917754528,0.9995497084627711,0.9824405265584385,0.9996430875817015,0.9830770830937219,6.25e-05,0.5014951229095459,0.3042041818300883,35.8232421875,68.0,0.9827146754554031,24,10
35,0.0011446064257582662,0.0005631748592446384,0.08650295770455486,0.9997794847293175,0.9881486226777707,0.9997242513504839,0.9834056451569644,0.9996316235842003,0.9824030551458471,0.9997795199367233,0.9882065749310125,0.9995395252962246,0.981658081949647,0.9997242513504839,0.9834056451569644,6.25e-05,0.5317318439483643,0.3130997141202291,35.8232421875,68.0,0.9827146754554031,24,11
36,0.0013287358393531809,0.0005607857074069128,0.08580644696705254,0.9997427321842037,0.9883087764253684,0.9997108449073473,0.9832539392247398,0.9995963571042505,0.9824884651110802,0.9997428010493528,0.9883677491444282,0.9994825292710153,0.981967609674519,0.9997108449073473,0.9832539392247398,6.25e-05,0.5045089721679688,0.3215415358543396,35.8232421875,68.0,0.9827146754554031,24,12
37,0.0012151043688574605,0.0005545709215851494,0.08137102858635491,0.9997427321842037,0.9880685458039719,0.9996907128113595,0.9838517474560209,0.9995828633822537,0.9814287071874129,0.9997427330890495,0.9881254751262505,0.9994754548556014,0.9793805916019562,0.9996907128113595,0.9838517474560209,6.25e-05,0.5957305431365967,0.33151955604553224,35.8232421875,68.0,0.9827146754554031,24,13
38,0.00120182220678564,0.0005400191059303577,0.08293075899784898,0.9996692270939762,0.9875880845611787,0.9997515821155247,0.9834459689908152,0.9995124157630572,0.98086936416279,0.9996693397244276,0.9876531313091679,0.9992737014678735,0.9786383677751992,0.9997515821155247,0.9834459689908152,3.125e-05,0.54252028465271,0.34059489170710244,35.8232421875,68.0,0.9827146754554031,24,14
39,0.001387357919695749,0.0005319632389572045,0.08900727916964656,0.9997427321842037,0.9880685458039719,0.9997584701370051,0.983136814638587,0.9995829888979757,0.9822942910419612,0.9997428107973677,0.9881346189066927,0.9994079480072329,0.9817211367042847,0.9997584701370051,0.983136814638587,3.125e-05,0.6705484390258789,0.351820695400238,35.8232421875,68.0,0.9827146754554031,24,15
